shipmentId,orderId,customerName,customerAddress,customerPhone,shippingDate,deliveryDate,shipmentStatus,carrierName,trackingNumber,shippingMethod,weight,dimensions,originAddress,destinationAddress,shipmentCost,insurance,specialInstructions,remarks
8454623a-137e-43d8-abc1-160c8ea14916,5f7bf053-581e-4764-a06e-47e49839f48e,Olivia Anderson,"94372 Davis Fall Apt. 615
South Jodi, TX 02158",797.948.7288,2024-03-21,2024-05-24,In Transit,USPS,4895bb2a-e309-4cae-a2c5-c507e002d648,Express,42.83,17.78x14.97x8.58,"USS Strickland
FPO AP 81059","4496 Owens Tunnel Suite 769
South Jennifertown, ID 37925",97.3,Premium,Have poor quality really clear available.,Get pass month coach room boy cause million phone.
d3c4e357-f892-4af7-9090-befce6e5e6f7,a8e3db0d-2c4b-4700-b771-f5ebc2bac375,Ashley Wong,"42756 White Plaza
Navarroburgh, ME 34137",484-847-1671,2024-04-21,2024-08-17,Pending,USPS,0adc2e0f-0245-4d40-a6fa-01a1c3dd3129,Standard,26.46,84.04x64.5x78.82,"446 Patricia Mountain
Christopherport, VA 24304","161 Brandon Extension
Angelafort, PA 32895",365.13,Premium,Say pay early push push southern.,Back build travel to beyond today room tree.
9d425755-c9ba-4a97-8f7e-da769fb68c6d,f7dca9d8-18b9-4ae5-83bd-d31c62f6737b,Charles Huber,"09436 Timothy Dam Suite 989
Kellyland, IA 84029",(235)366-1956x61068,2024-04-13,2024-06-20,In Transit,DHL,e5c6f944-96c5-4601-a609-9546e5f0cdd3,Express,28.44,93.88x67.8x10.49,"71063 David Land
Port Michael, ME 62488","2542 Jeffrey Bridge
West Jonathanfurt, MP 31019",280.01,Premium,Cell federal perform.,Step east somebody just give above site discussion.
908b2e50-97f9-4e94-b65f-b85bca586db3,f0ef4a45-aa1d-4130-9c35-4a8ec1976bce,Daniel Barrett,"Unit 1994 Box 3527
DPO AE 99777",243-969-4012x58610,2024-07-04,2024-07-08,Delayed,DHL,1a7217bb-f50a-4566-8253-5056b0599508,Overnight,35.78,10.76x89.44x96.87,"442 Walls Circle Suite 038
New Michaela, AL 27575","3203 May Coves Suite 127
North John, IA 34629",358.54,Basic,Yet likely father page example agreement tonight.,From nearly group set opportunity outside close ready turn oil.
739ba5de-683f-4aa1-8965-4c638766ee26,530921b8-535c-4f2c-b1ad-f59740f56913,Nathan Terry,"0524 Christopher Route
Robertmouth, HI 93237",4159619023,2024-06-27,2024-08-06,Delayed,USPS,f809fa34-3d7c-41de-bde5-96b2e2b303ea,Express,32.51,64.14x88.98x73.74,"0608 Haas Walks
Thomaston, NE 59415","25589 Gordon Stravenue
Bryanborough, KY 75242",40.1,Premium,Medical decade matter order yes crime pay.,Air yes prove blue pick free people present chair.
bd95e3f7-ad87-4e51-a893-4f3bd59d7c96,aa2e2e06-aa4c-4f79-8c5d-49852cf11b7c,Heidi Thompson,"9422 Dawn Causeway
South Madisonchester, DE 77872",293.535.1580,2024-06-22,2024-07-15,Delayed,USPS,fa04dc34-14a8-4552-a758-fc44d57cdc25,Overnight,36.74,40.5x49.84x20.2,"16398 Amanda Trafficway
Whitemouth, AR 74189","Unit 3806 Box 6983
DPO AP 66043",238.75,None,Statement do south set small black thank.,Conference around vote kind throw evidence activity money on back.
f20c535c-1832-41e3-adf4-5d2b676ea715,ac5905f4-d712-4d29-887b-5fa20cf2d235,Tyler Bowers,"9171 Roberto Key Suite 746
Lake Amyland, NV 11829",+1-899-305-3540x6533,2024-04-04,2024-05-26,Delivered,DHL,0ff53663-76df-4d86-b492-bb23aab53809,Express,26.7,85.97x34.82x47.03,"Unit 9588 Box 7557
DPO AE 57541","65716 Brianna Wall Apt. 267
South Alexandra, NY 30143",443.66,Premium,Specific my notice.,Win increase safe none six campaign front writer six.
d74ad399-9f7b-4cac-83a3-66c9c891d458,4b3fb0c3-4713-4aac-a198-d9447d51f43a,Sarah Walters,"94900 John River Apt. 288
New Ashleyport, MP 41003",829-339-8235x69763,2024-06-15,2024-07-17,In Transit,FedEx,6f0440c4-2fca-4399-ae91-483aded6e5f8,Express,13.17,42.68x70.12x17.38,"8496 Sarah Circle Suite 625
Deborahstad, KY 12469","Unit 4178 Box 7451
DPO AE 55862",435.16,Basic,Camera interesting three drop finish shake fine.,Social change some tend get during policy wear force.
007e0039-9656-4d16-8494-46a0dbff0b45,bb2b3f1a-d6e7-445c-8cd5-c53849b5d215,Mackenzie Martin,"0422 Miller Station Apt. 209
Katherineview, KY 58530",7653063204,2024-06-10,2024-07-29,Delayed,DHL,906f4138-dd1d-49af-85a9-2f85a958e129,Overnight,10.27,99.23x15.23x98.94,"6791 Veronica Alley
West Vincent, HI 22782","998 William Park
East Karen, WV 68992",499.9,Premium,Year generation decade most.,Tax head something always local citizen weight.
d9ca4106-5ee9-4450-be27-a7e92afd5db3,c2c90125-3ad8-444a-8977-79aeb0132f72,Erin Foster,"62944 Douglas Pass
Andrewstad, IN 89437",(417)785-3758x479,2024-05-18,2024-06-08,Pending,FedEx,73a0e7f0-f664-4b24-9146-50ac35e75847,Express,48.65,46.93x45.01x13.86,"398 Melissa Mountains
Stephanieberg, KY 18892","PSC 1300, Box 6935
APO AP 89188",208.77,Premium,List church maybe change.,Small water organization right hospital behavior.
1b15aa9d-c732-4b10-a8ba-1b60b8362cbe,fabdd676-0998-4e1d-80c4-523500e105f5,Adrian Huang,"529 George Valleys
Lake Kimberlyburgh, FM 67760",617-593-3794x017,2024-01-24,2024-03-28,Delayed,USPS,703b97e2-5efb-4dcd-a4ae-e8405ee3b4cd,Overnight,34.46,49.8x75.49x30.31,"73691 Charles Roads
North Karina, GA 58514","8687 Brenda Mountains Suite 857
Lake Michaelberg, AL 00645",14.39,None,Take stay sense five she.,Against four rest memory not agency.
7bda7edd-6789-41e3-aaaa-6c431f58deac,f85e09f0-3c1d-41e0-92c8-126ce4edee32,Brett Brown,"8456 Michael Path Apt. 150
West Brian, AR 16432",(904)690-0651x471,2024-07-05,2024-08-15,Delayed,FedEx,ac6d77d8-665e-488f-b838-78080305d239,Express,40.24,34.12x95.75x54.57,"732 Williams Turnpike Suite 613
West Ronnieport, MS 47253","416 Brown Vista Apt. 337
Kristatown, NE 89163",494.72,Premium,Up charge gas world final.,Whether rate hundred total body already along speech.
dee1911d-b023-41d0-8952-e9ae211693a2,7b8ffe5c-ecc0-4a65-aa40-bf5df2123edb,Mrs. Crystal Crawford,"187 Tonya Falls
Alvarezland, NY 63616",001-657-909-0393x363,2024-03-05,2024-08-13,In Transit,USPS,bb5fa4d2-d9f8-4f5f-8106-3af5f066c28c,Overnight,30.64,15.25x19.48x56.95,"058 Jason Mills
Jillbury, MA 11422","41503 Heather Square Apt. 954
New Dawnmouth, IA 06877",287.79,None,Budget offer house language.,Area beat window law film federal.
bb098513-7aff-4395-8b3f-5ad9748f3f5a,59b7d79d-bf8e-4a66-84df-18e051fffcf8,Wesley Green,"0415 Michael Islands
New Stephen, GA 96007",001-317-400-9217,2024-06-21,2024-08-13,In Transit,UPS,7d2dfb68-5422-45c7-afce-7320aa73d1b9,Express,19.37,70.8x47.93x63.61,"70540 Robert Ways Apt. 419
New Timothy, LA 26394","780 Montgomery Union
Huntertown, AZ 33596",453.68,Premium,Both sound develop.,Name miss speak fall will offer your.
e59dcdbb-774a-4260-b9cf-92f37add9c1c,229c167f-3b72-4220-9a24-e1a2ea233687,Luke Moody,"86760 Michael Alley
Brookston, VI 94607",(251)614-9441x6782,2024-05-09,2024-08-17,Pending,DHL,8e27f41f-07e7-42c7-89e4-8e38cb3b8a37,Overnight,34.79,49.9x19.6x12.25,"651 Blake Forks Suite 820
Charlesmouth, WY 50784","PSC 0912, Box 7312
APO AP 70392",166.49,None,Imagine daughter hold modern change.,Bit sit green beautiful laugh room report source short theory person choice.
73252ab3-d34f-4467-bd1f-f635b400464a,13325330-c8ef-407b-929e-387c5cf07167,Veronica Moore,"18013 Zachary Ramp
Port Kari, CT 07111",247-868-3416x2207,2024-06-22,2024-06-22,Delayed,UPS,1316c619-a395-454b-9449-907bdfbb4813,Overnight,21.71,50.55x96.15x21.56,"04959 Cooper Trace Suite 139
Estradaburgh, AK 41626","71706 Wesley Mission Suite 802
Vanceport, AZ 11410",418.61,Premium,Where officer myself bed best suddenly.,Player office minute whole myself recognize.
f2dc87c2-15e9-44c2-9e7e-a7c31836f315,709f6977-40bd-47cf-95a9-87cf324e5d70,Crystal Mason,"Unit 4938 Box 4588
DPO AE 00707",001-700-714-8380,2024-03-15,2024-08-08,Delayed,USPS,ab81d8a5-0449-45f8-bebf-53217c9805db,Standard,14.32,47.2x41.79x77.15,"676 Holly Highway Apt. 652
Lake Thomas, FM 76907","426 Davenport Station
Staceyland, DE 66165",220.11,Premium,Suggest glass white describe production speak.,Heavy sort culture loss traditional condition music more determine wind.
ee091a57-7120-49e0-894d-7bcdf18cbeda,d1bee5ae-cbd5-44c1-a765-e5ac22d1f6bc,Anna Pearson,"8587 Curtis Rapids
South Bethanyborough, PR 22466",001-755-803-6135x8407,2024-04-28,2024-07-13,Pending,FedEx,d61d9c35-1ee9-41fb-a24f-7e838062d539,Express,6.42,90.28x14.82x17.92,"USCGC Graham
FPO AP 44212","8391 Jennifer Circle
Fordborough, VA 63018",259.64,Premium,Character all everything agree.,Radio in administration firm dark he church security international.
5a516c45-153c-43c5-bf4a-fef59b37c25e,f891dfd4-aef1-4012-a6a4-92a290b1e4dc,Kaitlyn Rich,"USNS Gilbert
FPO AP 06954",+1-200-382-7942,2024-07-07,2024-07-10,Delayed,DHL,89059d29-110d-4be4-a543-7c043437b0b5,Express,26.17,64.3x98.33x36.2,"5239 Johnson Alley
Gregoryborough, FL 04642","18450 Jacob Parkway
Oconnorborough, PW 39993",465.97,None,Hotel serious impact adult.,Too yourself adult environmental avoid than group produce respond sure.
bf9dfc48-b9d1-488c-948b-b4046cfdd958,69343a73-68a7-4d9d-855d-720cc12be15a,Jennifer Miller,"30147 Brandon Wells
New Ericaside, SD 24595",001-683-910-9687x46404,2024-04-21,2024-08-18,Delivered,DHL,1e1a44e9-8acd-4964-8a18-788ce9f1b72d,Overnight,1.04,94.18x57.0x56.39,"335 Campos Green
West Ryanberg, GU 52528","8675 Ronald River
East Lisa, SC 99649",315.92,Basic,Improve local strategy student financial ahead.,Entire seek every feeling feeling hot moment fly tax improve party left.
7e51fec7-0844-4aad-82d1-055ddf738145,d06fd7ec-5616-401f-8c48-96aa34ee0dcf,Jessica Cook,"08632 Emily Fords Apt. 801
Marioside, WV 62608",930-864-1402,2024-04-01,2024-07-28,Pending,UPS,b47250b1-0c18-4569-ba9d-816249a8f654,Overnight,4.17,41.46x82.25x85.15,"4817 Smith Motorway Apt. 777
Fowlerland, DE 61474","768 Jason Mountains Apt. 316
Lake Aaronstad, MI 09144",496.12,Basic,Wait agent serious control perhaps skin.,Number couple free camera heavy road human western sign control.
7cf1c24a-c9b3-49d9-bad0-a4fed3162fed,17ad6acf-3bfd-45fc-85e9-1dc7c8a0fd63,Chad Brennan,"9297 Joseph Mission
Williammouth, MO 80509",474-662-1163x338,2024-07-17,2024-07-28,Delayed,DHL,596566e7-7ecf-4d0f-a6f6-c8ed1a080df6,Standard,45.82,69.16x91.06x90.19,"79582 Marcus Haven
Lake Jennifer, GA 38551","427 Johnston Gateway Apt. 950
Lake Lee, MS 69946",488.93,None,Until conference teacher production rise follow.,Four trip man with above medical teach.
3bea9650-c056-4905-8dcf-9fd19e796a2e,57636b03-9a06-44c5-8ef6-d388b44ad2f3,Adrienne Lowe,"0281 Jenna Vista Apt. 352
Maldonadoberg, NC 77414",843.620.5378x64955,2024-01-26,2024-08-16,Delayed,DHL,ad5af2b5-8b34-49c1-a308-a0f27816aa50,Standard,9.88,71.69x29.97x95.73,"7007 Murphy Ridge Apt. 310
Vaughanville, NH 16586","79097 Valerie Shoals Suite 899
Palmerbury, FM 82483",498.58,Premium,Because bill court score morning hear establish.,Another hotel fund stage its mention fear number another.
1621eaa6-76fb-480f-8b1d-504121aa9b55,5bcedabe-70cb-4ad1-b222-774736a4e335,Jonathon Moore,"802 Jensen Junction
Harrisonshire, MN 84539",410.892.4552x83958,2024-02-15,2024-07-08,In Transit,FedEx,d438dd14-1bed-4490-8127-98c30ea659af,Express,25.77,70.96x38.12x89.63,"9082 James Station
South Nicholaschester, MD 10443","859 Jones Corners
North Douglas, NH 65919",288.74,Basic,Star lead difference bad.,Mother seem process then another page discussion product.
9289f672-4fc7-466b-9387-67236700992b,83aebb5a-ddeb-4602-b1a2-367516809c56,Mathew Martin,"162 Sarah Port Apt. 524
Guerreroshire, AZ 91970",860.498.3847,2024-06-25,2024-07-27,Delayed,USPS,10cbc3c7-4f4c-40c7-bc41-b17b6bf42ed3,Standard,15.12,16.63x63.4x49.17,"PSC 5307, Box 8582
APO AA 89567","179 Dominguez Lakes
Port Timothystad, MT 31147",256.4,None,State Democrat member focus must real.,Receive risk bank sign individual white name feel data foot.
e76d5c65-fb0b-4b86-b66e-f8fc0c5f028e,37809c74-ab4d-4d21-aa96-334603adfa84,Kiara Hoover,"171 Smith Mission Suite 329
North Jenniferview, MA 71309",001-927-246-9795x61296,2024-04-13,2024-04-30,In Transit,FedEx,6d960984-cc02-4060-ab2b-2bbcbbc8a6fb,Express,20.44,10.58x85.91x23.95,"8791 Rebecca Field Apt. 976
West Rebecca, AL 26688","32279 Joel Heights
Pottertown, PW 74537",389.04,Premium,Detail impact model identify before find.,Past plan however book wonder high break arrive front deal behind.
989c0113-9554-4335-909e-396a69c8ec40,daef915c-15ba-4aef-9190-e40503f48c63,Keith Harrington,"88452 Cynthia Divide Suite 415
Lake Nathanielfort, MT 55823",922-613-1923x4318,2024-05-06,2024-06-15,Delayed,DHL,a615391d-d518-4f3a-870e-8c61bbc896a4,Express,47.55,64.53x34.63x36.65,"774 Sarah Crescent
Port Colin, CA 77903","55347 Cabrera Walks
South Adrian, AL 44026",222.28,Premium,Thus mind hand TV him modern score.,Indicate brother officer artist cultural order must race mission catch war view.
cbb308a1-8eca-462a-83c8-f0ecfcccb972,1d415cc5-af7f-4182-83e3-461ac6616508,William White,"472 Lisa Ports Apt. 308
West Danielmouth, NY 11134",001-781-320-5911x1575,2024-05-16,2024-08-15,Delivered,UPS,61f6e58d-69f6-4352-85bd-b210eca917e2,Overnight,21.84,86.55x91.02x53.06,"5787 Anderson Mill Apt. 617
Port Richard, PA 16142","129 Burnett Meadow Apt. 318
South Samantha, CA 94477",291.7,Basic,Three field into arm.,To why skill approach up continue one crime indeed others right.
93adae3f-8b10-414e-982a-f50d49555ef6,88306828-ff67-49e1-b897-4cb52955daca,Gerald Tyler,"Unit 2801 Box 5928
DPO AP 80494",570-778-8652x77523,2024-03-13,2024-06-29,Delivered,FedEx,33b25d91-5570-4648-ba54-8293a7072d6a,Overnight,32.72,70.23x23.65x20.19,"USS Chavez
FPO AE 40600","3328 Howell Flat Suite 644
East Maryland, CA 96697",415.79,None,Forward describe fine trouble if manager window.,Someone happen professor attack evening finish food protect charge miss let ask rise.
5a39e720-0853-4e06-886e-837d297ab49f,a28e3b66-b2d0-44be-ae0b-4121fabcf17a,John Flores,"58494 Mary Fork Suite 827
West Leonard, MP 74916",584.888.9183x381,2024-02-12,2024-08-06,Pending,FedEx,372605f9-90cf-4b62-aede-5a72d70a47a7,Standard,17.7,22.03x36.28x30.5,"44889 Martin Lake
New Hannahton, NV 75791","172 Williams Mountains
Smithshire, WA 71784",171.32,Premium,Outside maybe forward perform likely light good key.,Through whether over mother high human.
09ef74d2-6bb2-40bd-829b-72d6b3feed22,b9994db5-1d1b-45ac-806c-fd58f7e8fc93,Laura Page,"56092 Jarvis Fall Apt. 074
New Cheryl, WI 14556",(621)879-5393x5815,2024-01-25,2024-03-03,Pending,FedEx,83345966-c88f-4ca8-947c-734b1c65095f,Standard,36.12,97.93x50.02x66.21,"807 Torres Landing Apt. 868
Josephshire, SD 97625","6341 Nicholas Forges Apt. 820
Marcview, NJ 30329",243.07,None,Attack third south little.,Dark technology account front music foot talk same recognize.
4ae63597-b76f-4ddd-85ff-a471744b0b8e,d25b4db6-a0e3-4bb6-8996-0c5f0f707725,Dana Butler,"315 Gonzalez View Apt. 199
North Ericport, WV 63691",001-325-785-4698,2024-06-07,2024-06-29,Delivered,UPS,a4ec3e00-4049-4f02-9f65-589b816b9c35,Overnight,4.65,45.82x77.03x33.8,"92059 Hancock Branch
Port Joycebury, FL 29454","609 Megan Row Apt. 939
Nolanport, SD 58887",271.95,None,Rest run recent since practice.,Player bring record issue serious start young.
93797c79-18db-4e72-ae07-d34de0d477e4,4dfa6166-370e-43e3-8969-06db1e28461e,James Lopez,"6246 Andrew Drives Apt. 815
Lake Tammy, ME 77365",621-774-8264,2024-04-10,2024-08-05,In Transit,FedEx,430d28c8-a497-4b64-be37-e804b2892662,Express,22.69,6.9x48.55x59.06,"3475 Gibson Orchard
East Raventown, NY 23381","643 Amber Crossroad Suite 938
Donaldsonport, KS 05233",308.07,None,Turn ahead whether find right.,Skin green try offer well good.
6c6b45bd-5b13-41f0-862f-0a10a7659f9a,f958836e-7698-4b7a-9eb6-67a7b2822182,Candace Duncan,"07802 Duran Skyway Apt. 814
Kaylamouth, NY 98779",001-301-951-4882x71942,2024-02-28,2024-07-04,Pending,USPS,820cc34b-be4e-4b9d-bcf2-89b0b28d4140,Express,37.38,21.07x20.77x69.25,"9309 Lucas Viaduct Suite 459
Norrisview, HI 23861","8289 Rachel Hill
Andrewside, DC 10207",455.65,Premium,Material where power red live.,Guess over day factor part partner simply actually level.
951dd668-149e-4bcb-be69-a72f2cee8b6b,9408adf3-789c-4ce6-b7bd-4a0509879dc4,Samantha Hall,"16592 Sampson Plaza
Lake Yvette, OH 64514",+1-864-486-4674x973,2024-04-11,2024-07-29,Delayed,FedEx,8d0c3a3b-ab5c-48b1-80a0-8921ef1225f8,Overnight,25.47,51.9x36.93x85.65,"37153 Johnson Camp Suite 238
Robertfort, KY 35899","067 David Grove Suite 409
Lake Seanfurt, NY 38385",10.5,Basic,Music concern reveal forward trouble.,After serious stock nation will argue bill from candidate growth.
a0f9ed0b-2160-463d-88f4-6e2bac4abfaa,1e2f95b8-2a9a-43e5-a47b-0741d9e79e06,Karen Brown,"USS Hernandez
FPO AP 91379",203-584-3357x24830,2024-07-18,2024-07-28,In Transit,FedEx,4a206e8d-962b-4a17-bf09-71e46f4b91f2,Overnight,6.52,72.89x66.91x30.27,"447 Tommy Field Apt. 407
North Elizabethville, IA 66815","748 Grant Circles Suite 778
Stephanietown, NY 01672",378.4,None,Present many east mention entire he bit.,Process young production center home officer piece it.
6f16ce6c-d296-44ed-924d-71e4a6c16254,f507d517-68b2-41bd-a2d7-6137ac9794a5,Julie Ward,"Unit 9481 Box 6458
DPO AE 80437",718.304.1045x840,2024-05-15,2024-05-20,Pending,UPS,3a475db1-be97-4ecc-a358-5145f19ce150,Express,7.53,47.53x8.02x83.77,"28070 Vickie Shoal Suite 394
Williamsmouth, LA 82199","950 Warner Stravenue
Stephensbury, SC 96288",431.34,Premium,Recently audience available religious thus relate performance.,Call animal none certain reality tonight page.
f6706b86-fd0c-4084-8ce2-1eb89ee16f98,ac34fcfb-e210-430b-98d7-a18f7f96e1bc,Adam Ward,"825 Madden Stream Suite 148
New Sean, NV 49306",784.896.2817,2024-04-09,2024-07-08,Delivered,FedEx,f7013f0f-e222-4948-893f-513c68f98107,Overnight,25.95,43.73x96.49x91.14,"6127 Carr Rapid
West Sarah, GA 64650","USNS Melendez
FPO AP 97436",450.38,Basic,Natural these major east start another challenge outside.,Media action when pattern ready actually imagine between fish capital some.
7fdbe5d3-9316-49b4-a4da-87496c21470e,dcd2c1c6-cdbc-4fbf-a49f-149651afef39,Charles Lewis,"5973 Colton Extensions
West Timothy, CA 90699",(396)967-2049x280,2024-06-24,2024-07-10,Pending,UPS,ae627d80-a4bd-4e19-954b-83445586de93,Standard,34.6,27.73x94.45x93.93,"817 Holloway Terrace
Ryanfort, WI 83337","953 Meadows Glens
Melissahaven, MD 34235",480.08,Basic,Stock indeed push Congress year at.,Huge television federal produce floor true seven state.
cc160d17-640a-46bb-b17a-25b6ef8945aa,e67c7237-998f-4527-aa5d-f0e69c8e5dfd,Melissa Contreras,"146 Clark Manors Suite 203
Welchfort, PR 01940",391.839.3993x52664,2024-04-08,2024-04-18,Delayed,FedEx,b7c7f07f-1619-466b-a2db-c134df479b56,Express,35.14,58.63x20.87x48.37,"5495 Steven Street
Susanbury, WI 80478","031 Sarah Summit Suite 422
South Patricia, AS 85683",150.4,None,Suggest hot whom someone.,Away hospital call candidate church site apply involve least maybe listen consider bar.
c3bdbc0f-b841-4487-89a4-b76f18c92942,b2869195-77af-4b78-85c5-52661c82350f,Jonathan Marshall,"41886 Debra Plaza
Lake Kristy, ND 29224",+1-969-211-0886,2024-01-21,2024-02-06,Delivered,FedEx,4c084cf4-fe65-4f79-8101-1345ae1b0e5c,Standard,39.66,60.65x56.61x6.14,"90790 Tiffany Falls
Boydchester, NC 75329","6679 Jesus Turnpike Suite 639
Wallaceside, IL 70743",393.77,None,Manager interview authority deal I front.,Past style remember and director make region money risk little voice.
1511a771-9b15-4635-b14a-1e016855fe28,3befa190-8225-4ee9-abaf-b0f957805fb3,Nicholas Castillo,"961 Williams Well
Kimberg, WY 60536",604.843.8524x8109,2024-02-20,2024-07-16,Delayed,UPS,e92c8732-2422-4650-be98-48774d941216,Express,24.72,44.11x13.46x89.88,"916 Martha Hill
Michelleberg, NV 88206","USS Rodriguez
FPO AP 44159",390.25,Premium,System two together at eight she.,Actually friend those other sort practice receive discover.
b40d3bea-1025-48ef-b83c-d4f575fc7900,6bd4bf48-b013-4696-b713-425d5513ba07,Lauren Bowman,"07608 Amy Walk
Lake Johnathanfurt, NE 57001",+1-205-601-0788x495,2024-05-31,2024-06-07,Delivered,DHL,65d955b6-fef1-42f8-9e9f-4e528f31ac05,Standard,46.18,72.79x13.56x51.53,"20726 Bailey Union Suite 108
Rowefort, NJ 10162","4819 Owens Extension Apt. 603
North Autumnland, OH 32406",153.06,Basic,Stand product material strategy past.,Thank cultural cell alone improve social where network.
e965d32b-e83c-4e0c-9008-6f93f6751b0e,5f5fd273-1180-4c8f-95f1-565a8e9cba14,Mr. Michael Valentine DVM,"0504 Jeffrey Heights
Andrewmouth, WA 59028",001-811-333-9257x70911,2024-06-04,2024-07-25,Delayed,FedEx,af9e589f-1aaa-43ca-9695-0e5b5082c2c4,Standard,45.65,94.23x91.29x9.44,"0340 Clark Isle Suite 013
Tarastad, GA 48584","19067 Elizabeth Circles Apt. 496
Port Johnview, DC 07507",467.84,Basic,Man sister question occur.,These father political house kitchen join ten base star alone she at garden.
752a287e-dc20-45fb-a039-cccc3304cc7a,4fbe5a9e-6958-4251-b3ab-eaf3e925f864,Kimberly Brown,"98475 Kimberly Turnpike
Annastad, VT 55769",(258)577-3129,2024-06-29,2024-07-04,Delayed,USPS,286be060-f162-4481-b7b7-7d666e61a891,Express,16.73,71.29x26.11x48.36,"493 Victor Grove
West Catherineside, OR 27032","PSC 5921, Box 1307
APO AE 86895",55.25,Premium,Action room cut ready evidence physical fear.,Able training walk too us think move.
c144d8ab-b6b6-4877-b561-e6550389314e,d2cd9ece-b879-4ee4-9790-5bfcec0b09d8,Jose Arnold,"5531 Smith Fords Suite 015
Port Roberthaven, MH 63677",536-755-5891,2024-05-09,2024-06-15,Delayed,USPS,3729f875-de07-4c8b-9983-c95c49164d06,Overnight,48.71,55.27x90.61x24.47,"639 Moore Dale
Richardland, IL 95262","29287 Singh Walks
Lake Caitlin, IL 00943",98.14,Premium,Three their probably wait head.,Common structure window rich contain wide seat consider account.
51dbea98-3b2d-4c1e-8f63-af71645cc928,be06dbca-5f0c-499e-a06a-4426a67c449c,Taylor Scott,"37076 Hall Manor
North Patricia, AR 35510",+1-828-752-8257x08079,2024-04-16,2024-06-26,In Transit,USPS,f4980f49-70a1-4353-a5c3-9c2a9da744ce,Standard,44.85,23.69x40.22x67.8,"283 Antonio Neck
South Davidburgh, NH 23355","5512 Phyllis Row
New Ronnie, WV 12600",163.52,Basic,Foreign debate hotel either offer.,Event must wait level political catch cup stop write question.
7fc5009b-29ac-4c6c-9962-a22db12c95a5,3a3fb29d-429a-4e7e-89ef-c867e3a5cfc9,Steven Rice,"37269 Michael Valley
New Annette, IA 33275",+1-422-800-2672x4617,2024-05-24,2024-08-16,Pending,DHL,2ca8bfd9-eb97-4177-8d53-32890226df0a,Standard,17.75,38.53x64.33x47.47,"68903 Webb Forest Suite 225
Port Kevin, PR 16103","08763 Molly Ramp Suite 913
Kyleshire, PW 45554",248.87,Basic,Clearly most tree avoid forward.,Check nothing season wish house hour tend itself maybe present mission hour.
3da68462-e0e0-495b-9b39-eec874e20e7e,95eb09c2-ab27-42a5-8627-1b22d8cfcd85,Dakota Myers,"250 Tucker Lights Suite 024
Port Jessica, VT 48490",308-302-3676x826,2024-06-30,2024-07-24,Pending,DHL,36a4891d-9c63-4135-a5c7-bb6907604f89,Overnight,23.55,29.75x52.45x33.09,"009 Cynthia Valley
South Laura, NM 88277","PSC 2086, Box 8564
APO AP 22805",427.59,None,Contain face though economy agency.,Represent admit personal hold live away tend.
363a3c42-9223-4407-ab9a-64f92b72a2e0,bc2fbff0-5f49-4a41-99ae-a17094131ffb,Kristina Ortega,"82000 Melissa Burgs Suite 020
North Rebecca, PR 09927",001-451-878-9945x338,2024-05-01,2024-07-14,In Transit,UPS,e0911a8b-0b0f-4a8c-a012-1e88d661b22f,Express,41.93,92.26x14.17x96.74,"89075 Camacho Lane
East Robertoside, TN 98355","03020 Coleman Keys
Pattyfurt, MS 46017",414.68,None,Like course everyone follow specific information make police.,Best receive sometimes course civil democratic.
2e20387a-5d46-4010-9966-5b6015e5960d,9ae6a130-319a-491c-9f9c-e4ed919f66c7,David Hayes,"USCGC Davis
FPO AP 32708",+1-480-226-7672x023,2024-04-21,2024-07-13,Delayed,USPS,220b22d9-a221-4180-b341-7612e43acb45,Standard,41.12,64.75x81.87x92.72,"6455 Jamie Divide Suite 191
East Katherine, VI 46485","562 Owens Groves Suite 567
South Brian, MO 02320",218.99,Premium,Trial result up year bed must.,Professional international heavy standard church trouble wind me.
b4fb9bd9-fd03-4dbb-9d1c-d8213cfb9d18,c5327a0c-89d0-4da6-9e62-6a854dcd7f8a,Cheryl Vargas,"64925 Larry Harbor Suite 095
Port Thomasview, LA 48565",547.373.5866,2024-01-20,2024-06-09,In Transit,USPS,0e2ea1ba-89ef-43d8-86f6-f9eea2ebbb0c,Express,31.27,42.55x9.11x41.99,"387 Johnson Summit Apt. 084
Gonzalezberg, NC 30149","Unit 7371 Box 9159
DPO AA 64097",76.02,Premium,Whole today down personal peace investment class.,Break attack at good require throughout two drug floor fire form control.
7a090a08-0aec-4ab5-a746-7f64040b1f6f,7d6a3e6e-1d90-48a5-b10a-fb287b9a56a8,Nathan Carey DDS,"350 White Branch Apt. 853
North Seth, NY 54254",254-448-2704x058,2024-05-13,2024-05-15,Pending,DHL,e2a898e7-2b81-41a7-bf0b-2a322eb301aa,Express,35.16,53.38x23.63x60.4,"904 Maria Port Suite 397
Jefferyhaven, TX 61406","802 Montgomery Union
West Robertstad, LA 81762",345.85,None,Ball by value ask everything light machine.,Way pull trial remain toward race maintain nice itself vote score describe.
